WorkerId, Name, Role, SallaryPerHour, JoinDate, LeftDate, BirthDate, Email
11773,Michael Moss,Registrar,30.38,2011-08-11,2013-09-30,1988-11-27,Michael_Moss281@gmail.com
11774,Shane Pratt,Curators,33.69,1988-07-24,2012-04-01,1957-11-20,Shane-Pratt921@gmail.com
11775,Desiree Stephenson,Archivist,54.75,1992-10-26,2002-09-27,1955-11-09,DesireeStephenson747@outlook.com
11776,Thomas Pearson,Curators,65.58,2005-04-19,2017-12-14,1970-02-18,ThomasPearson512@walla.com
11777,Joan Gonzalez MD,Archivist,79.95,2010-09-05,2019-05-23,1970-02-09,JoanGonzalezMD95@outlook.com
11778,Matthew Wiggins,Manager,49.57,2012-09-18,2014-03-25,1986-10-26,Matthew_Wiggins24@gmail.com
11779,Zachary Delgado,Conservator,89.80,2021-04-22,2021-10-21,1987-10-16,Zachary-Delgado568@hotmail.com
11780,Carla Frederick,Cleaner,91.40,2019-10-05,2020-06-27,1998-05-23,Carla-Frederick912@walla.com
11781,Yvonne Miller,Archivist,36.70,2020-10-20,2022-01-26,1999-05-10,Yvonne_Miller3@hotmail.com
11782,Christine Green,Archivist,65.22,1985-05-02,2013-04-12,1962-06-09,Christine-Green94@hotmail.com
11783,Stacey White,Curators,79.85,2004-03-05,2016-06-06,1960-09-04,Stacey-White944@hotmail.com
11784,David Valencia,Registrar,52.36,2017-11-02,2018-03-05,1972-09-02,DavidValencia82@walla.com
11785,Samantha Gibson,Guard,89.91,1990-08-15,1992-12-14,1955-01-22,Samantha_Gibson562@outlook.com
11786,Ashley Cole,Guard,97.81,2009-02-15,2018-03-20,1983-04-04,Ashley-Cole51@outlook.com
11787,Ana Phillips,Exhibit Designer,90.83,2019-02-26,2020-04-03,1980-09-26,Ana_Phillips355@gmail.com
11788,Christian Ramsey,Curators,101.11,2002-09-13,2021-03-05,1965-07-27,ChristianRamsey637@gmail.com
11789,Tiffany Mcintosh,Curators,32.91,2003-07-08,2021-09-30,1961-07-30,Tiffany-Mcintosh410@walla.com
11790,Michael Campbell,Exhibit Designer,81.47,1985-07-02,1986-08-02,1952-10-12,Michael-Campbell158@gmail.com
11791,Melissa Martin,Conservator,87.44,2017-10-14,2019-06-13,1993-07-13,Melissa_Martin296@gmail.com
11792,Larry Perez,Educator/Guide,57.67,2016-10-18,2020-08-13,1974-02-04,Larry-Perez217@gmail.com
11793,Matthew Carrillo,Registrar,55.91,2021-02-19,2022-02-14,1956-07-10,Matthew-Carrillo9@outlook.com
11794,Laura Stevens,Curators,46.38,2007-11-12,2017-05-04,1957-02-08,Laura_Stevens310@gmail.com
11795,Brandy Vance,Cleaner,92.17,2011-06-08,2011-08-18,1977-07-05,Brandy_Vance991@gmail.com
11796,Joshua Pena,Guard,45.26,2012-03-04,2020-02-22,1976-06-26,Joshua-Pena680@gmail.com
11797,Jennifer Boyer,Archivist,110.07,2001-03-15,2013-09-15,1976-10-12,Jennifer_Boyer374@gmail.com
11798,Todd Rogers,Exhibit Designer,98.56,2005-07-16,2012-05-12,1960-10-17,Todd-Rogers839@hotmail.com
11799,Madeline Thompson,Registrar,67.37,2011-10-14,2020-07-16,1968-10-25,Madeline-Thompson248@gmail.com
11800,Andrea Maldonado,Cleaner,101.42,2003-09-10,2003-09-29,1965-08-05,Andrea-Maldonado999@hotmail.com
11801,Ryan Henderson,Exhibit Designer,55.39,1996-06-22,2012-04-19,1970-09-03,RyanHenderson212@hotmail.com
11802,Michelle Harrison,Conservator,109.24,2017-06-11,2019-09-02,1990-06-07,Michelle_Harrison629@gmail.com
11803,Kevin Stevens,Guard,39.40,2013-04-18,2017-02-23,1973-11-02,KevinStevens446@hotmail.com
11804,Victoria Smith,Manager,36.61,2020-10-04,2021-08-15,1982-08-26,VictoriaSmith194@gmail.com
11805,Maria Keith,Archivist,105.94,2016-12-10,2017-02-21,1992-08-22,Maria_Keith150@hotmail.com
11806,Ronald Brown,Exhibit Designer,88.05,2017-08-09,2019-08-25,1989-09-09,Ronald_Brown182@hotmail.com
11807,Paul Scott,Archivist,114.17,2021-02-08,2021-11-24,1997-03-07,Paul_Scott49@gmail.com
11808,Robert Peters,Curators,96.81,1994-09-08,2013-03-13,1973-05-01,Robert-Peters998@outlook.com
11809,Karen Johnson,Archivist,77.40,1987-03-02,2008-12-30,1955-03-16,KarenJohnson774@hotmail.com
11810,Alexander Jackson,Archivist,116.02,2015-01-23,2020-11-20,1989-10-04,Alexander-Jackson211@gmail.com
11811,Lisa Hatfield,Exhibit Designer,42.13,2016-04-16,2017-10-05,1987-11-14,Lisa_Hatfield831@outlook.com
11812,Adam Ortiz,Exhibit Designer,50.89,2013-01-08,2018-01-20,1954-06-07,Adam-Ortiz513@gmail.com
11813,Jeffrey Rivera,Cleaner,42.05,1995-02-01,2001-04-27,1953-06-22,JeffreyRivera378@gmail.com
11814,Stacey Simpson,Archivist,112.71,2006-03-29,2008-07-06,1974-01-31,Stacey-Simpson688@hotmail.com
11815,Jorge Harmon,Cleaner,90.59,2011-10-04,2017-11-23,1968-02-20,Jorge-Harmon61@gmail.com
11816,Angela Reed,Cleaner,81.90,2012-11-07,2020-11-29,1976-05-03,Angela-Reed445@gmail.com
11817,Nicole Williams,Registrar,104.24,1991-08-11,2007-10-30,1952-06-18,Nicole_Williams263@gmail.com
11818,Bryan Mcbride,Manager,112.02,2021-10-19,2022-01-02,1984-10-11,Bryan-Mcbride771@gmail.com
11819,Michael Carr,Cleaner,62.66,2020-07-03,2022-01-08,1998-08-21,Michael_Carr475@gmail.com
11820,Henry Wallace,Curators,78.97,2021-02-02,2021-10-29,1971-03-28,HenryWallace651@outlook.com
11821,Chad Jenkins,Curators,66.14,2014-07-03,2018-05-12,1990-03-12,Chad_Jenkins300@gmail.com
11822,Donald Myers,Archivist,41.64,2022-04-13,2022-04-28,2001-03-07,Donald-Myers815@gmail.com
11823,Melinda Scott,Cleaner,80.70,2011-08-18,2018-06-18,1977-09-08,Melinda-Scott483@gmail.com
11824,David Carson,Guard,98.77,2015-03-01,2018-07-15,1976-12-08,DavidCarson23@gmail.com
11825,Tracy Keith,Cleaner,95.96,2003-07-01,2007-09-16,1971-05-26,Tracy_Keith240@gmail.com
11826,William Sawyer,Manager,110.78,2013-07-31,2018-02-11,1988-02-09,William-Sawyer889@gmail.com
11827,Stephanie Duran,Conservator,55.49,1990-07-12,2001-09-06,1960-04-16,Stephanie_Duran743@outlook.com
11828,Patricia Gonzalez,Educator/Guide,101.07,2016-07-29,2022-01-28,1991-07-26,Patricia_Gonzalez256@gmail.com
11829,Thomas Vaughn,Exhibit Designer,78.12,2016-01-14,2018-05-22,1975-04-15,Thomas-Vaughn810@outlook.com
11830,Dr. Jeffrey Dickson DVM,Guard,82.18,2005-01-15,2016-12-23,1973-01-01,Dr.-Jeffrey-Dickson-DVM783@gmail.com
11831,Gerald Miller,Registrar,30.55,2021-12-31,2022-02-25,1999-12-27,GeraldMiller247@gmail.com
11832,Ashley Pham,Cleaner,51.70,2011-01-24,2011-02-26,1987-01-19,Ashley-Pham277@hotmail.com
11833,Mr. Joshua Jones,Registrar,116.59,2017-12-27,2021-03-10,1993-12-05,Mr.-Joshua-Jones135@outlook.com
11834,Timothy Spencer,Educator/Guide,103.61,1989-08-20,1992-02-13,1953-12-26,Timothy_Spencer506@gmail.com
11835,Melissa Zuniga,Guard,111.73,2015-04-26,2017-10-18,1991-07-30,Melissa-Zuniga732@outlook.com
11836,Sharon Osborn MD,Conservator,30.40,2016-02-03,2017-11-26,1990-08-28,SharonOsbornMD934@gmail.com
11837,Sean Hernandez,Exhibit Designer,43.98,2022-04-17,2022-05-06,2001-03-23,Sean_Hernandez516@outlook.com
11838,Jacob Montgomery,Conservator,83.18,2018-03-12,2019-06-11,1963-09-17,JacobMontgomery99@gmail.com
11839,Sarah Joseph,Archivist,64.03,2018-02-04,2020-04-18,1992-03-25,Sarah-Joseph842@gmail.com
11840,Margaret Ruiz,Conservator,50.52,2010-08-30,2012-10-13,1988-05-15,MargaretRuiz931@outlook.com
11841,Justin Ibarra,Archivist,76.48,2013-06-03,2016-01-26,1970-01-14,JustinIbarra144@gmail.com
11842,Kayla Lambert,Guard,76.63,2020-09-07,2021-05-31,1997-03-06,KaylaLambert341@hotmail.com
11843,Travis Hutchinson,Educator/Guide,117.36,2013-11-27,2017-07-19,1977-11-04,TravisHutchinson779@gmail.com
11844,Julie Medina,Educator/Guide,105.39,2020-01-27,2022-01-04,1997-02-08,Julie-Medina275@gmail.com
11845,Kristen Cooper,Cleaner,77.66,2017-12-31,2021-04-17,1987-10-22,Kristen-Cooper205@outlook.com
11846,Travis Phillips,Archivist,44.20,2008-06-14,2010-08-04,1973-12-29,Travis-Phillips110@gmail.com
11847,Christian Mendoza,Guard,61.32,2020-09-29,2022-03-01,1999-01-26,Christian-Mendoza110@gmail.com
11848,Jeffrey Romero,Conservator,42.10,2021-05-18,2021-12-02,1981-01-27,Jeffrey-Romero953@gmail.com
11849,Robert Barrett,Registrar,107.45,2012-08-24,2015-06-23,1987-06-25,Robert_Barrett534@gmail.com
11850,Jessica Carpenter,Conservator,46.52,2004-09-17,2017-11-30,1957-09-01,JessicaCarpenter797@gmail.com
11851,Jessica Quinn,Curators,49.35,2012-10-12,2017-01-06,1974-04-30,Jessica-Quinn474@gmail.com
11852,Brent Rivera,Manager,58.93,1985-12-22,2021-05-14,1964-10-27,Brent_Rivera520@gmail.com
11853,Jessica Marks,Educator/Guide,115.62,2017-08-11,2017-11-01,1952-05-14,Jessica_Marks701@gmail.com
11854,Eric Rodgers,Registrar,69.53,2016-06-24,2017-09-13,1954-06-29,Eric-Rodgers155@gmail.com
11855,Alexandra Werner,Curators,100.26,1993-11-25,2004-10-07,1952-09-02,AlexandraWerner33@gmail.com
11856,Anita Lambert,Registrar,73.71,2008-02-28,2010-01-07,1980-06-09,AnitaLambert75@gmail.com
11857,Joshua Bradley,Conservator,49.16,2017-02-21,2020-07-22,1986-09-27,Joshua-Bradley219@outlook.com
11858,Kathy Hopkins,Curators,30.33,2012-06-19,2019-04-28,1982-09-14,KathyHopkins461@gmail.com
11859,Kellie Anderson,Guard,56.03,2020-01-04,2022-02-27,1997-07-22,Kellie_Anderson682@gmail.com
11860,Amy Ramos,Archivist,45.65,2020-06-29,2021-02-03,1998-02-06,Amy_Ramos661@gmail.com
11861,Michelle Hensley,Cleaner,87.30,2015-11-21,2021-05-17,1980-04-04,MichelleHensley178@gmail.com
11862,Elizabeth Lewis,Exhibit Designer,34.96,2021-09-10,2021-11-29,1998-05-27,Elizabeth_Lewis785@gmail.com
11863,Sharon Scott,Exhibit Designer,97.76,1999-03-05,2009-01-19,1959-12-20,Sharon-Scott174@gmail.com
11864,Amy Kim,Conservator,109.88,2020-03-30,2020-07-22,1986-03-16,AmyKim930@gmail.com
11865,Mark Martin,Conservator,99.91,2022-04-07,2022-04-30,1954-08-31,MarkMartin269@outlook.com
11866,Jimmy Morrison,Exhibit Designer,98.48,1992-09-20,2010-03-20,1971-03-08,Jimmy-Morrison894@gmail.com
11867,Brandon Sanchez,Curators,85.31,1990-08-20,2006-12-11,1963-06-13,Brandon_Sanchez655@gmail.com
11868,Jennifer Bishop,Registrar,110.07,2011-03-08,2018-05-27,1953-01-25,Jennifer_Bishop557@gmail.com
11869,Michael Davis,Exhibit Designer,103.93,2018-10-30,2021-02-14,1987-08-30,Michael-Davis117@hotmail.com
11870,Jesus Estrada,Curators,99.19,2000-05-14,2008-10-03,1965-12-30,Jesus_Estrada558@gmail.com
11871,Lisa Robbins,Archivist,32.17,2014-12-22,2016-01-12,1962-11-15,Lisa_Robbins292@outlook.com
11872,Jessica Brown,Archivist,116.62,2007-03-05,2020-10-07,1973-06-19,Jessica_Brown780@gmail.com
11873,Charles Frazier,Registrar,98.98,2010-10-11,2016-11-25,1973-07-28,Charles_Frazier259@hotmail.com
11874,Brad Burns,Curators,33.49,2020-10-16,2021-12-29,1965-10-01,Brad_Burns423@gmail.com
11875,Kenneth Doyle,Guard,82.98,2019-08-03,2021-05-06,1990-01-16,KennethDoyle634@gmail.com
11876,James Crawford,Guard,73.74,2008-10-15,2014-08-21,1954-10-04,James-Crawford668@hotmail.com
11877,Alejandra Adkins,Manager,64.26,1997-10-07,2009-10-21,1963-06-17,AlejandraAdkins297@outlook.com
11878,Judy Johnson,Manager,69.81,1990-06-03,2004-09-17,1953-11-16,JudyJohnson356@gmail.com
11879,Janet Edwards,Conservator,116.17,1998-01-26,2017-03-14,1973-09-27,Janet-Edwards876@outlook.com
11880,Jennifer Sparks,Curators,36.01,1990-04-23,1993-06-20,1957-03-22,Jennifer-Sparks92@gmail.com
11881,Michael Smith,Exhibit Designer,67.07,2002-05-25,2010-04-30,1979-04-07,Michael_Smith36@outlook.com
11882,Barbara Baker,Registrar,109.94,2015-01-16,2022-05-09,1990-11-28,Barbara-Baker47@outlook.com
11883,Christian Reeves,Cleaner,59.19,2007-07-01,2008-10-25,1952-10-24,Christian_Reeves161@outlook.com
11884,Kevin Anderson,Archivist,61.25,2019-03-26,2021-08-20,1975-11-15,Kevin-Anderson172@outlook.com
11885,Anthony Diaz,Guard,60.88,2017-10-23,2017-12-25,1993-05-13,AnthonyDiaz880@gmail.com
11886,Ashley Jones,Educator/Guide,90.70,2021-07-10,2021-08-28,1991-03-17,Ashley_Jones85@hotmail.com
11887,James Duffy,Guard,111.81,1996-08-27,2004-06-24,1966-09-06,James_Duffy583@gmail.com
11888,Bradley Ferguson,Archivist,35.54,1996-02-03,2021-10-20,1964-01-07,BradleyFerguson702@gmail.com
11889,Cindy Casey,Archivist,38.72,2015-02-03,2019-01-12,1987-01-25,Cindy_Casey905@walla.com
11890,Brittany Jacobs,Exhibit Designer,42.11,2013-02-08,2022-02-23,1977-06-26,Brittany-Jacobs956@gmail.com
11891,Todd Lopez,Educator/Guide,114.28,2021-04-30,2021-08-02,1997-07-31,ToddLopez476@gmail.com
11892,Heather Robinson,Guard,73.50,2016-02-09,2016-08-23,1955-06-11,Heather-Robinson474@gmail.com
11893,Thomas Collins,Registrar,113.57,2022-01-27,2022-02-11,1996-02-01,Thomas-Collins314@gmail.com
11894,Darren Fisher,Guard,70.97,2005-08-22,2018-05-16,1961-11-12,Darren_Fisher346@outlook.com
11895,Kelsey Lucas,Curators,88.36,2021-11-03,2022-02-18,2000-09-13,Kelsey_Lucas342@gmail.com
11896,Scott Cabrera,Conservator,76.45,2021-01-27,2022-02-24,1995-06-13,Scott_Cabrera617@gmail.com
11897,Michael Burgess,Registrar,113.12,2017-07-09,2021-02-04,1994-09-04,MichaelBurgess288@hotmail.com
11898,Heather Brown,Conservator,40.23,2016-12-27,2021-10-25,1986-03-11,Heather_Brown455@walla.com
11899,Morgan Richards,Educator/Guide,62.95,2001-06-22,2011-05-16,1974-07-23,MorganRichards62@outlook.com
11900,Megan Dixon,Exhibit Designer,85.03,2018-11-17,2018-12-08,1997-11-01,Megan_Dixon543@gmail.com
11901,Summer Reynolds,Cleaner,82.55,2020-10-07,2021-10-15,1992-02-23,Summer_Reynolds127@hotmail.com
11902,Karen Matthews,Archivist,89.88,2019-03-10,2021-03-19,1975-01-27,KarenMatthews224@gmail.com
11903,Ashley Sanchez,Exhibit Designer,59.11,2021-08-04,2022-03-12,2000-06-21,AshleySanchez149@gmail.com
11904,Jordan Mcfarland,Cleaner,67.97,2012-06-08,2020-07-06,1989-09-24,Jordan_Mcfarland277@walla.com
11905,Peter Garcia,Manager,101.93,2006-12-22,2021-10-09,1974-11-01,Peter-Garcia424@outlook.com
11906,Sonya Hancock,Curators,82.98,2004-05-12,2009-10-05,1982-06-25,Sonya-Hancock234@gmail.com
11907,Joshua Mcdonald,Conservator,82.06,2021-11-16,2022-01-05,2000-06-13,Joshua-Mcdonald603@gmail.com
11908,Brittany Torres,Registrar,63.76,2021-10-24,2022-02-11,1992-08-26,Brittany-Torres608@hotmail.com
11909,Matthew Davis,Manager,70.49,2012-02-06,2014-04-21,1972-09-07,MatthewDavis507@gmail.com
11910,Alexandra Stevens MD,Conservator,72.56,2017-12-11,2021-02-24,1993-07-22,Alexandra-Stevens-MD741@gmail.com
11911,Michael Wilson,Archivist,69.23,2020-09-07,2020-10-25,1980-01-31,MichaelWilson442@gmail.com
11912,Roy Olsen,Exhibit Designer,99.12,1985-04-19,2008-08-08,1964-02-25,Roy-Olsen894@walla.com
11913,Angela Wagner,Manager,43.00,2018-09-23,2019-09-17,1993-11-18,Angela-Wagner165@outlook.com
11914,Jesse Olson,Curators,63.51,1997-03-27,2002-01-11,1959-06-12,Jesse_Olson888@walla.com
11915,Teresa Andrade,Guard,118.05,2015-11-06,2020-12-14,1990-10-19,TeresaAndrade760@walla.com
11916,Regina Cook,Curators,92.07,2008-02-16,2021-08-04,1983-09-05,Regina_Cook540@outlook.com
11917,Cathy May,Curators,39.54,2011-08-22,2012-05-13,1985-01-13,Cathy-May715@gmail.com
11918,Kyle Lewis,Conservator,75.78,2013-02-01,2022-03-03,1990-06-25,Kyle-Lewis498@gmail.com
11919,Donna Mitchell,Manager,67.28,2018-11-16,2019-03-08,1961-07-28,Donna-Mitchell479@outlook.com
11920,Russell Robinson,Educator/Guide,94.83,2020-08-30,2021-10-09,1966-02-03,RussellRobinson520@outlook.com
11921,Kristina Thomas,Educator/Guide,37.75,2012-01-08,2016-05-08,1975-06-16,Kristina_Thomas188@outlook.com
11922,Doris Thompson,Cleaner,111.76,2000-09-29,2008-10-03,1956-07-25,Doris_Thompson319@gmail.com
11923,Jonathan Schultz,Guard,42.87,2020-10-01,2021-11-27,1998-07-11,Jonathan_Schultz28@outlook.com
11924,Blake Alexander,Cleaner,94.96,2016-08-19,2017-03-22,1974-03-29,Blake_Alexander208@gmail.com
11925,Sharon Daniel,Archivist,52.20,2019-02-26,2020-04-25,1981-04-17,SharonDaniel588@outlook.com
11926,Amanda Reynolds,Curators,56.91,2003-06-04,2021-01-24,1952-05-13,Amanda_Reynolds964@gmail.com
11927,Samuel Houston,Exhibit Designer,48.42,2016-04-13,2022-02-05,1991-07-18,Samuel-Houston769@gmail.com
11928,Linda Chandler,Cleaner,55.69,2020-07-15,2022-02-25,1998-05-27,LindaChandler599@hotmail.com
11929,Brandi Adams,Guard,74.29,2000-08-09,2008-01-09,1963-08-17,BrandiAdams538@hotmail.com
11930,Anthony Jones,Curators,87.00,1989-09-17,1998-07-09,1960-03-31,Anthony-Jones245@gmail.com
11931,Barbara Wood,Manager,56.97,2012-06-20,2019-07-11,1985-07-31,Barbara-Wood144@hotmail.com
11932,Heather Flores,Conservator,72.68,1997-08-24,2003-03-15,1970-02-20,HeatherFlores469@gmail.com
11933,Rachel Lewis,Curators,69.29,2007-02-16,2016-01-10,1972-06-13,Rachel-Lewis912@gmail.com
11934,Michael Carson,Cleaner,109.57,2007-11-11,2017-06-25,1975-05-09,Michael-Carson61@gmail.com
11935,Jennifer Singleton,Curators,118.99,2016-09-18,2020-01-25,1988-02-22,JenniferSingleton791@gmail.com
11936,David Watkins,Registrar,59.98,2020-12-07,2022-04-20,1999-06-27,David-Watkins135@gmail.com
11937,Johnny Moss,Cleaner,46.05,2011-02-20,2019-01-21,1963-11-11,Johnny-Moss758@gmail.com
11938,Randy Holmes,Conservator,116.20,1999-02-09,2018-05-19,1966-09-05,RandyHolmes634@gmail.com
11939,Misty Espinoza,Educator/Guide,65.82,1991-10-01,2002-03-25,1955-04-09,MistyEspinoza678@gmail.com
11940,Karen Friedman,Curators,68.58,2019-01-23,2019-07-19,1990-12-10,Karen_Friedman462@gmail.com
11941,Mark Price,Conservator,93.32,2011-12-02,2021-10-23,1985-08-22,Mark-Price899@gmail.com
11942,Matthew Lewis,Cleaner,92.75,2006-04-16,2016-06-09,1960-08-10,Matthew-Lewis431@gmail.com
11943,Sarah Baker,Archivist,95.88,2003-05-19,2021-10-24,1965-11-14,SarahBaker232@outlook.com
11944,Rachel Curry,Curators,90.17,2002-09-20,2015-05-27,1975-10-28,Rachel_Curry995@gmail.com
11945,Robert Smith,Archivist,37.83,2015-05-06,2016-11-17,1990-03-24,Robert-Smith6@hotmail.com
11946,Gary Hall,Educator/Guide,32.94,1990-03-14,2003-04-22,1954-11-23,Gary_Hall486@gmail.com
11947,Seth Freeman,Conservator,94.06,2002-11-15,2003-07-13,1972-01-29,Seth_Freeman508@gmail.com
11948,Noah Anderson,Registrar,118.69,2013-07-28,2020-11-03,1976-04-19,Noah-Anderson286@outlook.com
11949,Michelle Ibarra,Educator/Guide,85.20,2003-07-22,2015-01-03,1981-05-28,MichelleIbarra904@outlook.com
11950,Jonathan Young,Cleaner,30.33,2022-01-18,2022-03-11,1992-11-01,JonathanYoung390@gmail.com
11951,Mary Allison,Manager,87.48,2016-06-21,2016-08-03,1988-12-24,MaryAllison451@gmail.com
11952,Adam Mitchell,Cleaner,44.61,2004-10-05,2015-03-02,1982-02-05,Adam_Mitchell558@gmail.com
11953,Kevin Zuniga,Guard,97.99,2021-10-26,2022-02-12,1999-06-22,Kevin_Zuniga65@hotmail.com
11954,Julie Key,Registrar,97.05,2001-08-28,2016-12-27,1978-08-03,JulieKey812@hotmail.com
11955,Scott Rodriguez,Registrar,101.35,1993-09-08,2021-12-28,1969-12-26,Scott-Rodriguez88@walla.com
11956,Kimberly Kline,Exhibit Designer,39.25,2021-11-07,2021-12-24,1998-08-06,Kimberly-Kline23@gmail.com
11957,Jo Lopez,Archivist,72.23,2011-11-08,2012-09-07,1960-01-07,Jo_Lopez738@outlook.com
11958,Nancy Wong,Cleaner,52.44,1991-07-09,2013-09-22,1955-07-06,Nancy-Wong378@gmail.com
11959,Catherine Carr,Archivist,80.24,1990-10-24,1995-01-20,1957-09-06,CatherineCarr89@outlook.com
11960,Benjamin Smith,Curators,63.71,2012-08-27,2021-10-05,1969-09-07,BenjaminSmith795@hotmail.com
11961,Stephen Brewer,Registrar,61.47,2007-07-26,2017-08-09,1970-02-09,Stephen-Brewer705@walla.com
11962,Katherine Conrad,Exhibit Designer,49.66,2021-07-05,2021-11-25,1988-09-23,Katherine-Conrad846@gmail.com
11963,Wendy Wagner,Educator/Guide,35.08,2004-09-11,2015-12-29,1982-04-23,Wendy-Wagner168@gmail.com
11964,Renee Wells,Archivist,103.20,1996-01-12,1997-06-10,1954-10-28,Renee_Wells868@gmail.com
11965,Raymond Lozano,Cleaner,62.56,2004-07-26,2021-01-22,1976-12-29,Raymond-Lozano290@gmail.com
11966,Sharon Richardson,Registrar,32.23,2007-02-20,2014-06-23,1982-06-10,Sharon_Richardson837@gmail.com
11967,Caroline Peterson,Exhibit Designer,67.13,2005-09-23,2017-07-05,1983-02-24,CarolinePeterson82@walla.com
11968,Danielle Torres,Guard,92.50,1982-02-27,1992-05-17,1956-12-14,Danielle-Torres84@outlook.com
11969,Mark Garcia,Cleaner,103.01,2010-01-13,2015-11-02,1981-04-08,MarkGarcia913@gmail.com
11970,Cristian Hurley,Educator/Guide,104.38,2014-03-13,2019-01-04,1959-06-10,CristianHurley660@gmail.com
11971,Samantha Stevenson,Archivist,109.53,1996-05-26,1997-09-12,1969-05-08,Samantha_Stevenson601@gmail.com
11972,Melissa Villanueva,Exhibit Designer,55.25,2021-10-05,2022-03-14,1984-09-18,MelissaVillanueva918@outlook.com
11973,John Hernandez,Archivist,41.72,2009-02-15,2012-01-03,1955-08-16,John_Hernandez206@gmail.com
11974,David Brown,Archivist,44.83,1998-07-20,2011-07-26,1966-02-23,DavidBrown326@gmail.com
11975,Sarah Gonzalez,Cleaner,30.91,2005-06-14,2021-05-26,1969-10-28,Sarah_Gonzalez969@gmail.com
11976,Laura Hardin MD,Conservator,92.38,2019-09-29,2020-09-18,1994-12-15,Laura_Hardin_MD106@hotmail.com
11977,Heidi Ramirez,Curators,57.21,2003-11-13,2013-07-12,1965-05-17,Heidi-Ramirez958@hotmail.com
11978,Derrick Hamilton,Conservator,57.79,1997-04-13,2014-04-20,1955-02-20,Derrick_Hamilton100@outlook.com
11979,Bethany Nelson,Registrar,59.19,1998-04-09,2007-04-23,1970-12-08,Bethany_Nelson289@hotmail.com
11980,Brandon Hayes,Curators,71.45,2003-06-04,2014-10-07,1979-08-06,Brandon-Hayes763@hotmail.com
11981,Bianca Salazar,Exhibit Designer,92.50,2003-11-15,2014-12-26,1967-02-20,BiancaSalazar91@gmail.com
11982,Michelle Miranda,Cleaner,43.47,1983-07-22,1989-06-08,1956-06-18,MichelleMiranda871@outlook.com
11983,Cheryl Martin,Cleaner,86.10,1991-09-27,2021-05-09,1960-09-26,Cheryl-Martin757@gmail.com
11984,John Rodriguez,Archivist,69.40,2020-12-23,2021-10-16,1979-08-28,John_Rodriguez58@gmail.com
11985,Catherine Butler,Exhibit Designer,52.65,2014-07-29,2014-12-08,1969-03-01,Catherine-Butler223@outlook.com
11986,Kevin Preston,Conservator,66.47,1998-05-07,2001-12-29,1973-03-09,Kevin_Preston566@gmail.com
11987,Tanner Hudson,Registrar,97.21,1998-04-04,2012-04-28,1966-11-21,TannerHudson440@gmail.com
11988,Frank Henderson MD,Curators,70.06,2019-08-30,2020-06-11,1954-01-04,FrankHendersonMD483@walla.com
11989,Emma Frye,Registrar,72.35,2021-05-09,2021-10-05,1993-12-04,Emma-Frye412@outlook.com
11990,Cheyenne Williams,Archivist,44.82,2021-02-26,2021-04-22,1999-10-16,CheyenneWilliams853@gmail.com
11991,Clayton Fields,Curators,100.14,2021-07-08,2021-12-31,1999-11-03,Clayton-Fields123@gmail.com
11992,Beth Jones,Archivist,50.16,2015-05-15,2021-11-30,1991-12-23,Beth-Jones505@gmail.com
11993,William Fleming,Cleaner,98.68,2017-10-21,2019-09-03,1977-02-27,WilliamFleming884@gmail.com
